asset,source,t,p_bull
SPX,p_sign_oracle,80,0.0
SPX,p_sign_oracle,81,1.0
SPX,p_sign_oracle,82,1.0
SPX,p_sign_oracle,83,1.0
SPX,p_sign_oracle,84,1.0
SPX,p_sign_oracle,85,0.0
SPX,p_sign_oracle,86,0.0
SPX,p_sign_oracle,87,0.0
SPX,p_sign_oracle,88,1.0
SPX,p_sign_oracle,89,0.0
SPX,p_sign_oracle,90,0.0
SPX,p_sign_oracle,91,0.0
SPX,p_sign_oracle,92,1.0
SPX,p_sign_oracle,93,0.0
SPX,p_sign_oracle,94,1.0
SPX,p_sign_oracle,95,1.0
SPX,p_sign_oracle,96,0.0
SPX,p_sign_oracle,97,1.0
SPX,p_sign_oracle,98,0.0
SPX,p_sign_oracle,99,1.0
SPX,p_sign_oracle,100,1.0
SPX,p_sign_oracle,101,0.0
SPX,p_sign_oracle,102,0.0
SPX,p_sign_oracle,103,0.0
SPX,p_sign_oracle,104,0.0
SPX,p_sign_oracle,105,1.0
SPX,p_sign_oracle,106,1.0
SPX,p_sign_oracle,107,0.0
SPX,p_sign_oracle,108,1.0
SPX,p_sign_oracle,109,1.0
SPX,p_sign_oracle,110,0.0
SPX,p_sign_oracle,111,0.0
SPX,p_sign_oracle,112,0.0
SPX,p_sign_oracle,113,1.0
SPX,p_sign_oracle,114,0.0
SPX,p_sign_oracle,115,1.0
SPX,p_sign_oracle,116,1.0
SPX,p_sign_oracle,117,1.0
SPX,p_sign_oracle,118,0.0
SPX,p_sign_oracle,119,1.0
SPX,p_sign_oracle,120,0.0
SPX,p_sign_oracle,121,1.0
SPX,p_sign_oracle,122,0.0
SPX,p_sign_oracle,123,0.0
SPX,p_sign_oracle,124,1.0
SPX,p_sign_oracle,125,1.0
SPX,p_sign_oracle,126,1.0
SPX,p_sign_oracle,127,1.0
SPX,p_sign_oracle,128,1.0
SPX,p_sign_oracle,129,0.0
SPX,p_sign_oracle,130,1.0
SPX,p_sign_oracle,131,0.0
SPX,p_sign_oracle,132,1.0
SPX,p_sign_oracle,133,1.0
SPX,p_sign_oracle,134,1.0
SPX,p_sign_oracle,135,0.0
SPX,p_sign_oracle,136,0.0
SPX,p_sign_oracle,137,0.0
SPX,p_sign_oracle,138,1.0
SPX,p_sign_oracle,139,1.0
SPX,p_sign_oracle,140,0.0
SPX,p_sign_oracle,141,0.0
SPX,p_sign_oracle,142,0.0
SPX,p_sign_oracle,143,0.0
SPX,p_sign_oracle,144,1.0
SPX,p_sign_oracle,145,1.0
SPX,p_sign_oracle,146,0.0
SPX,p_sign_oracle,147,0.0
SPX,p_sign_oracle,148,1.0
SPX,p_sign_oracle,149,1.0
SPX,p_sign_oracle,150,1.0
SPX,p_sign_oracle,151,1.0
SPX,p_sign_oracle,152,1.0
SPX,p_sign_oracle,153,1.0
SPX,p_sign_oracle,154,1.0
SPX,p_sign_oracle,155,1.0
SPX,p_sign_oracle,156,1.0
SPX,p_sign_oracle,157,0.0
SPX,p_sign_oracle,158,1.0
SPX,p_sign_oracle,159,1.0
SPX,p_sign_oracle,160,1.0
SPX,p_sign_oracle,161,1.0
SPX,p_sign_oracle,162,1.0
SPX,p_sign_oracle,163,1.0
CMC200,p_dl_rollout,1,0.4000000059604645
CMC200,p_dl_rollout,2,0.4000000059604645
CMC200,p_dl_rollout,3,0.4000000059604645
CMC200,p_dl_rollout,4,0.4000000059604645
CMC200,p_dl_rollout,5,0.4000000059604645
CMC200,p_dl_rollout,6,0.4000000059604645
CMC200,p_dl_rollout,7,0.4000000059604645
CMC200,p_dl_rollout,8,0.4000000059604645
CMC200,p_dl_rollout,9,0.4000000059604645
CMC200,p_dl_rollout,10,0.4000000059604645
CMC200,p_dl_rollout,11,0.4000000059604645
CMC200,p_dl_rollout,12,0.4000000059604645
CMC200,p_dl_rollout,13,0.4000000059604645
CMC200,p_dl_rollout,14,0.4000000059604645
CMC200,p_dl_rollout,15,0.4000000059604645
CMC200,p_dl_rollout,16,0.4000000059604645
CMC200,p_dl_rollout,17,0.4000000059604645
CMC200,p_dl_rollout,18,0.4000000059604645
CMC200,p_dl_rollout,19,0.4000000059604645
CMC200,p_dl_rollout,20,0.4000000059604645
CMC200,p_dl_rollout,21,0.4000000059604645
CMC200,p_dl_rollout,22,0.4000000059604645
CMC200,p_dl_rollout,23,0.4000000059604645
CMC200,p_dl_rollout,24,0.4000000059604645
CMC200,p_dl_rollout,25,0.4000000059604645
CMC200,p_dl_rollout,26,0.4000000059604645
CMC200,p_dl_rollout,27,0.4000000059604645
CMC200,p_dl_rollout,28,0.4000000059604645
CMC200,p_dl_rollout,29,0.4000000059604645
CMC200,p_dl_rollout,30,0.4000000059604645
CMC200,p_dl_rollout,31,0.4000000059604645
CMC200,p_dl_rollout,32,0.4000000059604645
CMC200,p_dl_rollout,33,0.4000000059604645
CMC200,p_dl_rollout,34,0.4000000059604645
CMC200,p_dl_rollout,35,0.4000000059604645
CMC200,p_dl_rollout,36,0.4000000059604645
CMC200,p_dl_rollout,37,0.4000000059604645
CMC200,p_dl_rollout,38,0.4000000059604645
CMC200,p_dl_rollout,39,0.4000000059604645
CMC200,p_dl_rollout,40,0.4000000059604645
CMC200,p_dl_rollout,41,0.4000000059604645
CMC200,p_dl_rollout,42,0.4000000059604645
CMC200,p_dl_rollout,43,0.4000000059604645
CMC200,p_dl_rollout,44,0.4000000059604645
CMC200,p_dl_rollout,45,0.4000000059604645
CMC200,p_dl_rollout,46,0.4000000059604645
CMC200,p_dl_rollout,47,0.4000000059604645
CMC200,p_dl_rollout,48,0.4000000059604645
CMC200,p_dl_rollout,49,0.4000000059604645
CMC200,p_dl_rollout,50,0.4000000059604645
CMC200,p_dl_rollout,51,0.4000000059604645
CMC200,p_dl_rollout,52,0.4000000059604645
CMC200,p_dl_rollout,53,0.4000000059604645
CMC200,p_dl_rollout,54,0.4000000059604645
CMC200,p_dl_rollout,55,0.4000000059604645
CMC200,p_dl_rollout,56,0.4000000059604645
CMC200,p_dl_rollout,57,0.4000000059604645
CMC200,p_dl_rollout,58,0.4000000059604645
CMC200,p_dl_rollout,59,0.4000000059604645
CMC200,p_dl_rollout,60,0.4000000059604645
CMC200,p_dl_rollout,61,0.4000000059604645
CMC200,p_dl_rollout,62,0.4000000059604645
CMC200,p_dl_rollout,63,0.4000000059604645
CMC200,p_dl_rollout,64,0.4000000059604645
CMC200,p_dl_rollout,65,0.4000000059604645
CMC200,p_dl_rollout,66,0.4000000059604645
CMC200,p_dl_rollout,67,0.4000000059604645
CMC200,p_dl_rollout,68,0.4000000059604645
CMC200,p_dl_rollout,69,0.4000000059604645
CMC200,p_dl_rollout,70,0.4000000059604645
CMC200,p_dl_rollout,71,0.4000000059604645
CMC200,p_dl_rollout,72,0.4000000059604645
CMC200,p_dl_rollout,73,0.4000000059604645
CMC200,p_dl_rollout,74,0.4000000059604645
CMC200,p_dl_rollout,75,0.4000000059604645
CMC200,p_dl_rollout,76,0.4000000059604645
CMC200,p_dl_rollout,77,0.4000000059604645
CMC200,p_dl_rollout,78,0.4000000059604645
CMC200,p_dl_rollout,79,0.4000000059604645
CMC200,p_dl_rollout,80,0.4000000059604645
CMC200,p_dl_rollout,81,0.4000000059604645
CMC200,p_dl_rollout,82,0.4000000059604645
CMC200,p_dl_rollout,83,0.4000000059604645
CMC200,p_dl_rollout,84,0.4000000059604645
CMC200,p_dl_rollout,85,0.4000000059604645
CMC200,p_dl_rollout,86,0.4000000059604645
CMC200,p_dl_rollout,87,0.4000000059604645
CMC200,p_dl_rollout,88,0.4000000059604645
CMC200,p_dl_rollout,89,0.4000000059604645
CMC200,p_dl_rollout,90,0.4000000059604645
CMC200,p_dl_rollout,91,0.4000000059604645
CMC200,p_dl_rollout,92,0.4000000059604645
CMC200,p_dl_rollout,93,0.4000000059604645
CMC200,p_dl_rollout,94,0.4000000059604645
CMC200,p_dl_rollout,95,0.4000000059604645
CMC200,p_dl_rollout,96,0.4000000059604645
CMC200,p_dl_rollout,97,0.4000000059604645
CMC200,p_dl_rollout,98,0.4000000059604645
CMC200,p_dl_rollout,99,0.4000000059604645
CMC200,p_dl_rollout,100,0.4000000059604645
CMC200,p_dl_rollout,101,0.4000000059604645
CMC200,p_dl_rollout,102,0.4000000059604645
CMC200,p_dl_rollout,103,0.4000000059604645
CMC200,p_dl_rollout,104,0.4000000059604645
CMC200,p_dl_rollout,105,0.4000000059604645
CMC200,p_dl_rollout,106,0.4000000059604645
CMC200,p_dl_rollout,107,0.4000000059604645
CMC200,p_dl_rollout,108,0.4000000059604645
CMC200,p_dl_rollout,109,0.4000000059604645
CMC200,p_dl_rollout,110,0.4000000059604645
CMC200,p_dl_rollout,111,0.4000000059604645
CMC200,p_dl_rollout,112,0.4000000059604645
CMC200,p_dl_rollout,113,0.4000000059604645
CMC200,p_dl_rollout,114,0.4000000059604645
CMC200,p_dl_rollout,115,0.4000000059604645
CMC200,p_dl_rollout,116,0.4000000059604645
CMC200,p_dl_rollout,117,0.4000000059604645
CMC200,p_dl_rollout,118,0.4000000059604645
CMC200,p_dl_rollout,119,0.4000000059604645
CMC200,p_dl_rollout,120,0.4000000059604645
CMC200,p_dl_rollout,121,0.4000000059604645
CMC200,p_dl_rollout,122,0.4000000059604645
CMC200,p_dl_rollout,123,0.4000000059604645
CMC200,p_dl_rollout,124,0.4000000059604645
CMC200,p_dl_rollout,125,0.4000000059604645
CMC200,p_dl_rollout,126,0.4000000059604645
CMC200,p_dl_rollout,127,0.4000000059604645
CMC200,p_dl_rollout,128,0.4000000059604645
CMC200,p_dl_rollout,129,0.4000000059604645
CMC200,p_dl_rollout,130,0.4000000059604645
CMC200,p_dl_rollout,131,0.4000000059604645
CMC200,p_dl_rollout,132,0.4000000059604645
CMC200,p_dl_rollout,133,0.4000000059604645
CMC200,p_dl_rollout,134,0.4000000059604645
CMC200,p_dl_rollout,135,0.4000000059604645
CMC200,p_dl_rollout,136,0.4000000059604645
CMC200,p_dl_rollout,137,0.4000000059604645
CMC200,p_dl_rollout,138,0.4000000059604645
CMC200,p_dl_rollout,139,0.4000000059604645
CMC200,p_dl_rollout,140,0.4000000059604645
CMC200,p_dl_rollout,141,0.4000000059604645
CMC200,p_dl_rollout,142,0.4000000059604645
CMC200,p_dl_rollout,143,0.4000000059604645
CMC200,p_dl_rollout,144,0.4000000059604645
CMC200,p_dl_rollout,145,0.4000000059604645
CMC200,p_dl_rollout,146,0.4000000059604645
CMC200,p_dl_rollout,147,0.4000000059604645
CMC200,p_dl_rollout,148,0.4000000059604645
CMC200,p_dl_rollout,149,0.4000000059604645
CMC200,p_dl_rollout,150,0.4000000059604645
CMC200,p_dl_rollout,151,0.4000000059604645
CMC200,p_dl_rollout,152,0.4000000059604645
CMC200,p_dl_rollout,153,0.4000000059604645
CMC200,p_dl_rollout,154,0.4000000059604645
CMC200,p_dl_rollout,155,0.4000000059604645
