Capital_inicial,OPT_cap_final,OPT_ret,RG_cap_final,RG_ret,NaiveRB_cap_final,NaiveRB_ret,NaiveBH_cap_final,NaiveBH_ret,g_mean_lambda,g_mean_m,g_mean_regret,V_mean_avg_scenarios,V_min_g_mean,V_max_g_mean
10000.0,14522.315835130237,0.4522315835130237,12779.059849027026,0.2779059849027026,12091.594389139935,0.20915943891399347,12258.459730122508,0.22584597301225084,0.3,0.5,0.0028320313431322575,14636.6298828125,6767.55029296875,25343.447265625
