lambda,m,mean_regret,worst_regret
0.3,0.1,0.003125,0.0078125
0.3,0.5,0.0028320313,0.0078125
0.3,1.0,0.003125,0.0078125
0.9,0.1,0.003125,0.0078125
0.9,0.5,0.0030273437,0.0078125
0.9,1.0,0.003125,0.0078125
1.2,0.1,0.003125,0.0078125
1.2,0.5,0.0030273437,0.0078125
1.2,1.0,0.003125,0.0078125
1.5,0.1,0.003125,0.0078125
1.5,0.5,0.0028320313,0.0078125
1.5,1.0,0.005566406,0.0078125
1.8,0.1,0.003125,0.0078125
1.8,0.5,0.0028320313,0.0078125
1.8,1.0,0.0038085938,0.0068359375
