asset,setup,t_orig,p_bull
SPX,nopad,74,0.4000000059604645
SPX,nopad,75,0.4000000059604645
SPX,nopad,76,0.4000000059604645
SPX,nopad,77,0.6000000238418579
SPX,nopad,78,0.4000000059604645
SPX,nopad,79,0.4000000059604645
SPX,nopad,80,0.4000000059604645
SPX,nopad,81,0.4000000059604645
SPX,nopad,82,0.6000000238418579
SPX,nopad,83,0.6000000238418579
SPX,nopad,84,0.4000000059604645
SPX,nopad,85,0.6000000238418579
SPX,nopad,86,0.4000000059604645
SPX,nopad,87,0.6000000238418579
SPX,nopad,88,0.6000000238418579
SPX,nopad,89,0.6000000238418579
SPX,nopad,90,0.6000000238418579
SPX,nopad,91,0.6000000238418579
SPX,nopad,92,0.6000000238418579
SPX,nopad,93,0.6000000238418579
SPX,nopad,94,0.6000000238418579
SPX,nopad,95,0.6000000238418579
SPX,nopad,96,0.4000000059604645
SPX,nopad,97,0.4000000059604645
SPX,nopad,98,0.4000000059604645
SPX,nopad,99,0.4000000059604645
SPX,nopad,100,0.4000000059604645
SPX,nopad,101,0.4000000059604645
SPX,nopad,102,0.4000000059604645
SPX,nopad,103,0.6000000238418579
SPX,nopad,104,0.6000000238418579
SPX,nopad,105,0.6000000238418579
SPX,nopad,106,0.6000000238418579
SPX,nopad,107,0.6000000238418579
SPX,nopad,108,0.6000000238418579
SPX,nopad,109,0.6000000238418579
SPX,nopad,110,0.6000000238418579
SPX,nopad,111,0.6000000238418579
SPX,nopad,112,0.6000000238418579
SPX,nopad,113,0.6000000238418579
SPX,nopad,114,0.6000000238418579
SPX,nopad,115,0.6000000238418579
SPX,nopad,116,0.6000000238418579
SPX,nopad,117,0.6000000238418579
SPX,nopad,118,0.6000000238418579
SPX,nopad,119,0.6000000238418579
SPX,nopad,120,0.6000000238418579
SPX,nopad,121,0.6000000238418579
SPX,nopad,122,0.6000000238418579
SPX,nopad,123,0.6000000238418579
SPX,nopad,124,0.6000000238418579
SPX,nopad,125,0.4000000059604645
SPX,nopad,126,0.4000000059604645
SPX,nopad,127,0.4000000059604645
SPX,nopad,128,0.4000000059604645
SPX,nopad,129,0.4000000059604645
SPX,nopad,130,0.4000000059604645
SPX,nopad,131,0.6000000238418579
SPX,nopad,132,0.6000000238418579
SPX,nopad,133,0.6000000238418579
SPX,nopad,134,0.6000000238418579
SPX,nopad,135,0.4000000059604645
SPX,nopad,136,0.4000000059604645
SPX,nopad,137,0.6000000238418579
SPX,nopad,138,0.6000000238418579
SPX,nopad,139,0.4000000059604645
SPX,nopad,140,0.4000000059604645
SPX,nopad,141,0.4000000059604645
SPX,nopad,142,0.4000000059604645
SPX,nopad,143,0.6000000238418579
SPX,nopad,144,0.6000000238418579
SPX,nopad,145,0.6000000238418579
SPX,nopad,146,0.6000000238418579
SPX,nopad,147,0.6000000238418579
SPX,nopad,148,0.6000000238418579
SPX,nopad,149,0.6000000238418579
SPX,nopad,150,0.6000000238418579
SPX,nopad,151,0.6000000238418579
SPX,nopad,152,0.6000000238418579
SPX,nopad,153,0.6000000238418579
SPX,nopad,154,0.6000000238418579
SPX,nopad,155,0.6000000238418579
SPX,nopad,156,0.6000000238418579
SPX,nopad,157,0.6000000238418579
SPX,nopad,158,0.6000000238418579
SPX,nopad,159,0.6000000238418579
SPX,nopad,160,0.6000000238418579
SPX,nopad,161,0.4000000059604645
SPX,nopad,162,0.4000000059604645
SPX,nopad,163,0.4000000059604645
CMC200,padded,1,0.4000000059604645
CMC200,padded,2,0.4000000059604645
CMC200,padded,3,0.4000000059604645
CMC200,padded,4,0.4000000059604645
CMC200,padded,5,0.4000000059604645
CMC200,padded,6,0.4000000059604645
CMC200,padded,7,0.4000000059604645
CMC200,padded,8,0.4000000059604645
CMC200,padded,9,0.4000000059604645
CMC200,padded,10,0.4000000059604645
CMC200,padded,11,0.4000000059604645
CMC200,padded,12,0.4000000059604645
CMC200,padded,13,0.4000000059604645
CMC200,padded,14,0.4000000059604645
CMC200,padded,15,0.4000000059604645
CMC200,padded,16,0.4000000059604645
CMC200,padded,17,0.4000000059604645
CMC200,padded,18,0.4000000059604645
CMC200,padded,19,0.4000000059604645
CMC200,padded,20,0.4000000059604645
CMC200,padded,21,0.4000000059604645
CMC200,padded,22,0.4000000059604645
CMC200,padded,23,0.4000000059604645
CMC200,padded,24,0.4000000059604645
CMC200,padded,25,0.4000000059604645
CMC200,padded,26,0.4000000059604645
CMC200,padded,27,0.4000000059604645
CMC200,padded,28,0.4000000059604645
CMC200,padded,29,0.4000000059604645
CMC200,padded,30,0.4000000059604645
CMC200,padded,31,0.4000000059604645
CMC200,padded,32,0.4000000059604645
CMC200,padded,33,0.4000000059604645
CMC200,padded,34,0.4000000059604645
CMC200,padded,35,0.4000000059604645
CMC200,padded,36,0.4000000059604645
CMC200,padded,37,0.4000000059604645
CMC200,padded,38,0.4000000059604645
CMC200,padded,39,0.4000000059604645
CMC200,padded,40,0.4000000059604645
CMC200,padded,41,0.4000000059604645
CMC200,padded,42,0.4000000059604645
CMC200,padded,43,0.4000000059604645
CMC200,padded,44,0.4000000059604645
CMC200,padded,45,0.4000000059604645
CMC200,padded,46,0.4000000059604645
CMC200,padded,47,0.4000000059604645
CMC200,padded,48,0.4000000059604645
CMC200,padded,49,0.4000000059604645
CMC200,padded,50,0.4000000059604645
CMC200,padded,51,0.4000000059604645
CMC200,padded,52,0.4000000059604645
CMC200,padded,53,0.4000000059604645
CMC200,padded,54,0.4000000059604645
CMC200,padded,55,0.4000000059604645
CMC200,padded,56,0.4000000059604645
CMC200,padded,57,0.4000000059604645
CMC200,padded,58,0.4000000059604645
CMC200,padded,59,0.4000000059604645
CMC200,padded,60,0.4000000059604645
CMC200,padded,61,0.4000000059604645
CMC200,padded,62,0.4000000059604645
CMC200,padded,63,0.6000000238418579
CMC200,padded,64,0.4000000059604645
CMC200,padded,65,0.4000000059604645
CMC200,padded,66,0.6000000238418579
CMC200,padded,67,0.4000000059604645
CMC200,padded,68,0.4000000059604645
CMC200,padded,69,0.6000000238418579
CMC200,padded,70,0.6000000238418579
CMC200,padded,71,0.4000000059604645
CMC200,padded,72,0.4000000059604645
CMC200,padded,73,0.4000000059604645
CMC200,padded,74,0.4000000059604645
CMC200,padded,75,0.4000000059604645
CMC200,padded,76,0.6000000238418579
CMC200,padded,77,0.4000000059604645
CMC200,padded,78,0.4000000059604645
CMC200,padded,79,0.4000000059604645
CMC200,padded,80,0.4000000059604645
CMC200,padded,81,0.4000000059604645
CMC200,padded,82,0.4000000059604645
CMC200,padded,83,0.4000000059604645
CMC200,padded,84,0.4000000059604645
CMC200,padded,85,0.4000000059604645
CMC200,padded,86,0.4000000059604645
CMC200,padded,87,0.6000000238418579
CMC200,padded,88,0.6000000238418579
CMC200,padded,89,0.4000000059604645
CMC200,padded,90,0.6000000238418579
CMC200,padded,91,0.6000000238418579
CMC200,padded,92,0.6000000238418579
CMC200,padded,93,0.6000000238418579
CMC200,padded,94,0.6000000238418579
CMC200,padded,95,0.4000000059604645
CMC200,padded,96,0.4000000059604645
CMC200,padded,97,0.6000000238418579
CMC200,padded,98,0.4000000059604645
CMC200,padded,99,0.4000000059604645
CMC200,padded,100,0.4000000059604645
CMC200,padded,101,0.4000000059604645
CMC200,padded,102,0.6000000238418579
CMC200,padded,103,0.6000000238418579
CMC200,padded,104,0.6000000238418579
CMC200,padded,105,0.4000000059604645
CMC200,padded,106,0.4000000059604645
CMC200,padded,107,0.4000000059604645
CMC200,padded,108,0.6000000238418579
CMC200,padded,109,0.6000000238418579
CMC200,padded,110,0.4000000059604645
CMC200,padded,111,0.4000000059604645
CMC200,padded,112,0.6000000238418579
CMC200,padded,113,0.6000000238418579
CMC200,padded,114,0.4000000059604645
CMC200,padded,115,0.6000000238418579
CMC200,padded,116,0.6000000238418579
CMC200,padded,117,0.6000000238418579
CMC200,padded,118,0.4000000059604645
CMC200,padded,119,0.4000000059604645
CMC200,padded,120,0.6000000238418579
CMC200,padded,121,0.4000000059604645
CMC200,padded,122,0.4000000059604645
CMC200,padded,123,0.6000000238418579
CMC200,padded,124,0.4000000059604645
CMC200,padded,125,0.4000000059604645
CMC200,padded,126,0.4000000059604645
CMC200,padded,127,0.4000000059604645
CMC200,padded,128,0.4000000059604645
CMC200,padded,129,0.4000000059604645
CMC200,padded,130,0.6000000238418579
CMC200,padded,131,0.4000000059604645
CMC200,padded,132,0.4000000059604645
CMC200,padded,133,0.4000000059604645
CMC200,padded,134,0.4000000059604645
CMC200,padded,135,0.4000000059604645
CMC200,padded,136,0.4000000059604645
CMC200,padded,137,0.4000000059604645
CMC200,padded,138,0.4000000059604645
CMC200,padded,139,0.4000000059604645
CMC200,padded,140,0.4000000059604645
CMC200,padded,141,0.4000000059604645
CMC200,padded,142,0.4000000059604645
CMC200,padded,143,0.6000000238418579
CMC200,padded,144,0.6000000238418579
CMC200,padded,145,0.6000000238418579
CMC200,padded,146,0.4000000059604645
CMC200,padded,147,0.6000000238418579
CMC200,padded,148,0.6000000238418579
CMC200,padded,149,0.6000000238418579
CMC200,padded,150,0.6000000238418579
CMC200,padded,151,0.4000000059604645
CMC200,padded,152,0.4000000059604645
CMC200,padded,153,0.4000000059604645
CMC200,padded,154,0.6000000238418579
CMC200,padded,155,0.4000000059604645
CMC200,padded,156,0.4000000059604645
CMC200,padded,157,0.4000000059604645
CMC200,padded,158,0.6000000238418579
CMC200,padded,159,0.4000000059604645
CMC200,padded,160,0.4000000059604645
CMC200,padded,161,0.4000000059604645
CMC200,padded,162,0.4000000059604645
CMC200,padded,163,0.4000000059604645
CMC200,nopad,61,0.4000000059604645
CMC200,nopad,62,0.4000000059604645
CMC200,nopad,63,0.6000000238418579
CMC200,nopad,64,0.4000000059604645
CMC200,nopad,65,0.4000000059604645
CMC200,nopad,66,0.6000000238418579
CMC200,nopad,67,0.4000000059604645
CMC200,nopad,68,0.4000000059604645
CMC200,nopad,69,0.6000000238418579
CMC200,nopad,70,0.6000000238418579
CMC200,nopad,71,0.4000000059604645
CMC200,nopad,72,0.4000000059604645
CMC200,nopad,73,0.4000000059604645
CMC200,nopad,74,0.4000000059604645
CMC200,nopad,75,0.4000000059604645
CMC200,nopad,76,0.6000000238418579
CMC200,nopad,77,0.4000000059604645
CMC200,nopad,78,0.4000000059604645
CMC200,nopad,79,0.4000000059604645
CMC200,nopad,80,0.4000000059604645
CMC200,nopad,81,0.4000000059604645
CMC200,nopad,82,0.4000000059604645
CMC200,nopad,83,0.4000000059604645
CMC200,nopad,84,0.4000000059604645
CMC200,nopad,85,0.4000000059604645
CMC200,nopad,86,0.4000000059604645
CMC200,nopad,87,0.6000000238418579
CMC200,nopad,88,0.6000000238418579
CMC200,nopad,89,0.4000000059604645
CMC200,nopad,90,0.6000000238418579
CMC200,nopad,91,0.6000000238418579
CMC200,nopad,92,0.6000000238418579
CMC200,nopad,93,0.6000000238418579
CMC200,nopad,94,0.6000000238418579
CMC200,nopad,95,0.4000000059604645
CMC200,nopad,96,0.4000000059604645
CMC200,nopad,97,0.6000000238418579
CMC200,nopad,98,0.4000000059604645
CMC200,nopad,99,0.4000000059604645
CMC200,nopad,100,0.4000000059604645
CMC200,nopad,101,0.4000000059604645
CMC200,nopad,102,0.6000000238418579
CMC200,nopad,103,0.6000000238418579
CMC200,nopad,104,0.6000000238418579
CMC200,nopad,105,0.4000000059604645
CMC200,nopad,106,0.4000000059604645
CMC200,nopad,107,0.4000000059604645
CMC200,nopad,108,0.6000000238418579
CMC200,nopad,109,0.6000000238418579
CMC200,nopad,110,0.4000000059604645
CMC200,nopad,111,0.4000000059604645
CMC200,nopad,112,0.6000000238418579
CMC200,nopad,113,0.6000000238418579
CMC200,nopad,114,0.4000000059604645
CMC200,nopad,115,0.6000000238418579
CMC200,nopad,116,0.6000000238418579
CMC200,nopad,117,0.6000000238418579
CMC200,nopad,118,0.4000000059604645
CMC200,nopad,119,0.4000000059604645
CMC200,nopad,120,0.6000000238418579
CMC200,nopad,121,0.4000000059604645
CMC200,nopad,122,0.4000000059604645
CMC200,nopad,123,0.6000000238418579
CMC200,nopad,124,0.4000000059604645
CMC200,nopad,125,0.4000000059604645
CMC200,nopad,126,0.4000000059604645
CMC200,nopad,127,0.4000000059604645
CMC200,nopad,128,0.4000000059604645
CMC200,nopad,129,0.4000000059604645
CMC200,nopad,130,0.6000000238418579
CMC200,nopad,131,0.4000000059604645
CMC200,nopad,132,0.4000000059604645
CMC200,nopad,133,0.4000000059604645
CMC200,nopad,134,0.4000000059604645
CMC200,nopad,135,0.4000000059604645
CMC200,nopad,136,0.4000000059604645
CMC200,nopad,137,0.4000000059604645
CMC200,nopad,138,0.4000000059604645
CMC200,nopad,139,0.4000000059604645
CMC200,nopad,140,0.4000000059604645
CMC200,nopad,141,0.4000000059604645
CMC200,nopad,142,0.4000000059604645
CMC200,nopad,143,0.6000000238418579
CMC200,nopad,144,0.6000000238418579
CMC200,nopad,145,0.6000000238418579
CMC200,nopad,146,0.4000000059604645
CMC200,nopad,147,0.6000000238418579
CMC200,nopad,148,0.6000000238418579
CMC200,nopad,149,0.6000000238418579
CMC200,nopad,150,0.6000000238418579
CMC200,nopad,151,0.4000000059604645
CMC200,nopad,152,0.4000000059604645
CMC200,nopad,153,0.4000000059604645
CMC200,nopad,154,0.6000000238418579
CMC200,nopad,155,0.4000000059604645
CMC200,nopad,156,0.4000000059604645
CMC200,nopad,157,0.4000000059604645
CMC200,nopad,158,0.6000000238418579
CMC200,nopad,159,0.4000000059604645
CMC200,nopad,160,0.4000000059604645
CMC200,nopad,161,0.4000000059604645
CMC200,nopad,162,0.4000000059604645
CMC200,nopad,163,0.4000000059604645
