asset,setup,t,mu_mix
SPX,rollout,1,0.0018695347243919969
SPX,rollout,2,0.0018695347243919969
SPX,rollout,3,0.0018695347243919969
SPX,rollout,4,0.0018695347243919969
SPX,rollout,5,0.0018695347243919969
SPX,rollout,6,0.0018695347243919969
SPX,rollout,7,0.0018695347243919969
SPX,rollout,8,0.001930684084072709
SPX,rollout,9,0.001930684084072709
SPX,rollout,10,0.001930684084072709
SPX,rollout,11,0.001930684084072709
SPX,rollout,12,0.001930684084072709
SPX,rollout,13,0.001930684084072709
SPX,rollout,14,0.001930684084072709
SPX,rollout,15,0.001930684084072709
SPX,rollout,16,0.001930684084072709
SPX,rollout,17,0.001930684084072709
SPX,rollout,18,0.001930684084072709
SPX,rollout,19,0.001930684084072709
SPX,rollout,20,0.001930684084072709
SPX,rollout,21,0.001930684084072709
SPX,rollout,22,0.001930684084072709
SPX,rollout,23,0.001930684084072709
SPX,rollout,24,0.001930684084072709
SPX,rollout,25,0.001930684084072709
SPX,rollout,26,0.001930684084072709
SPX,rollout,27,0.001930684084072709
SPX,rollout,28,0.001930684084072709
SPX,rollout,29,0.001930684084072709
SPX,rollout,30,0.001930684084072709
SPX,rollout,31,0.001930684084072709
SPX,rollout,32,0.001930684084072709
SPX,rollout,33,0.001930684084072709
SPX,rollout,34,0.001930684084072709
SPX,rollout,35,0.001930684084072709
SPX,rollout,36,0.001930684084072709
SPX,rollout,37,0.001930684084072709
SPX,rollout,38,0.001930684084072709
SPX,rollout,39,0.001930684084072709
SPX,rollout,40,0.001930684084072709
SPX,rollout,41,0.001930684084072709
SPX,rollout,42,0.001930684084072709
SPX,rollout,43,0.001930684084072709
SPX,rollout,44,0.001930684084072709
SPX,rollout,45,0.001930684084072709
SPX,rollout,46,0.001930684084072709
SPX,rollout,47,0.001930684084072709
SPX,rollout,48,0.001930684084072709
SPX,rollout,49,0.001930684084072709
SPX,rollout,50,0.001930684084072709
SPX,rollout,51,0.001930684084072709
SPX,rollout,52,0.001930684084072709
SPX,rollout,53,0.001930684084072709
SPX,rollout,54,0.001930684084072709
SPX,rollout,55,0.001930684084072709
SPX,rollout,56,0.001930684084072709
SPX,rollout,57,0.001930684084072709
SPX,rollout,58,0.001930684084072709
SPX,rollout,59,0.001930684084072709
SPX,rollout,60,0.001930684084072709
SPX,rollout,61,0.001930684084072709
SPX,rollout,62,0.001930684084072709
SPX,rollout,63,0.001930684084072709
SPX,rollout,64,0.001930684084072709
SPX,rollout,65,0.001930684084072709
SPX,rollout,66,0.001930684084072709
SPX,rollout,67,0.001930684084072709
SPX,rollout,68,0.001930684084072709
SPX,rollout,69,0.001930684084072709
SPX,rollout,70,0.001930684084072709
SPX,rollout,71,0.001930684084072709
SPX,rollout,72,0.001930684084072709
SPX,rollout,73,0.001930684084072709
SPX,rollout,74,0.001930684084072709
SPX,rollout,75,0.001930684084072709
SPX,rollout,76,0.001930684084072709
SPX,rollout,77,0.001930684084072709
SPX,rollout,78,0.001930684084072709
SPX,rollout,79,0.001930684084072709
SPX,rollout,80,0.001930684084072709
SPX,rollout,81,0.001930684084072709
SPX,rollout,82,0.001930684084072709
SPX,rollout,83,0.001930684084072709
SPX,rollout,84,0.001930684084072709
SPX,rollout,85,0.001930684084072709
SPX,rollout,86,0.001930684084072709
SPX,rollout,87,0.001930684084072709
SPX,rollout,88,0.001930684084072709
SPX,rollout,89,0.001930684084072709
SPX,rollout,90,0.001930684084072709
SPX,rollout,91,0.001930684084072709
SPX,rollout,92,0.001930684084072709
SPX,rollout,93,0.001930684084072709
SPX,rollout,94,0.001930684084072709
SPX,rollout,95,0.001930684084072709
SPX,rollout,96,0.001930684084072709
SPX,rollout,97,0.001930684084072709
SPX,rollout,98,0.001930684084072709
SPX,rollout,99,0.001930684084072709
SPX,rollout,100,0.001930684084072709
SPX,rollout,101,0.001930684084072709
SPX,rollout,102,0.001930684084072709
SPX,rollout,103,0.001930684084072709
SPX,rollout,104,0.001930684084072709
SPX,rollout,105,0.001930684084072709
SPX,rollout,106,0.001930684084072709
SPX,rollout,107,0.001930684084072709
SPX,rollout,108,0.001930684084072709
SPX,rollout,109,0.001930684084072709
SPX,rollout,110,0.001930684084072709
SPX,rollout,111,0.001930684084072709
SPX,rollout,112,0.001930684084072709
SPX,rollout,113,0.001930684084072709
SPX,rollout,114,0.001930684084072709
SPX,rollout,115,0.001930684084072709
SPX,rollout,116,0.001930684084072709
SPX,rollout,117,0.001930684084072709
SPX,rollout,118,0.001930684084072709
SPX,rollout,119,0.001930684084072709
SPX,rollout,120,0.001930684084072709
SPX,rollout,121,0.001930684084072709
SPX,rollout,122,0.001930684084072709
SPX,rollout,123,0.001930684084072709
SPX,rollout,124,0.001930684084072709
SPX,rollout,125,0.001930684084072709
SPX,rollout,126,0.001930684084072709
SPX,rollout,127,0.001930684084072709
SPX,rollout,128,0.001930684084072709
SPX,rollout,129,0.001930684084072709
SPX,rollout,130,0.001930684084072709
SPX,rollout,131,0.001930684084072709
SPX,rollout,132,0.001930684084072709
SPX,rollout,133,0.001930684084072709
SPX,rollout,134,0.001930684084072709
SPX,rollout,135,0.001930684084072709
SPX,rollout,136,0.001930684084072709
SPX,rollout,137,0.001930684084072709
SPX,rollout,138,0.001930684084072709
SPX,rollout,139,0.001930684084072709
SPX,rollout,140,0.001930684084072709
SPX,rollout,141,0.001930684084072709
SPX,rollout,142,0.001930684084072709
SPX,rollout,143,0.001930684084072709
SPX,rollout,144,0.001930684084072709
SPX,rollout,145,0.001930684084072709
SPX,rollout,146,0.001930684084072709
SPX,rollout,147,0.001930684084072709
SPX,rollout,148,0.001930684084072709
SPX,rollout,149,0.001930684084072709
SPX,rollout,150,0.001930684084072709
SPX,rollout,151,0.001930684084072709
SPX,rollout,152,0.001930684084072709
SPX,rollout,153,0.001930684084072709
SPX,rollout,154,0.001930684084072709
SPX,rollout,155,0.001930684084072709
SPX,rollout,156,0.001930684084072709
SPX,rollout,157,0.001930684084072709
SPX,rollout,158,0.001930684084072709
SPX,rollout,159,0.001930684084072709
SPX,rollout,160,0.001930684084072709
SPX,rollout,161,0.001930684084072709
SPX,rollout,162,0.001930684084072709
SPX,rollout,163,0.001930684084072709
SPX,scenarios,1,0.001861891127191484
SPX,scenarios,2,0.0018649486009962857
SPX,scenarios,3,0.0018695347243919969
SPX,scenarios,4,0.0018759553786367178
SPX,scenarios,5,0.001878095616120845
SPX,scenarios,6,0.001878095616120845
SPX,scenarios,7,0.0018829876207746565
SPX,scenarios,8,0.0018753439071588218
SPX,scenarios,9,0.0018854335648939013
SPX,scenarios,10,0.0018793186754919589
SPX,scenarios,11,0.0018771784962154925
SPX,scenarios,12,0.0018875738023780286
SPX,scenarios,13,0.0018894082750193775
SPX,scenarios,14,0.0018863508594222367
SPX,scenarios,15,0.0018894082750193775
SPX,scenarios,16,0.0018796243821270764
SPX,scenarios,17,0.001884516328573227
SPX,scenarios,18,0.0018784014391712844
SPX,scenarios,19,0.0018860450363717973
SPX,scenarios,20,0.0018863508594222367
SPX,scenarios,21,0.0018915485125035048
SPX,scenarios,22,0.0018842106219381094
SPX,scenarios,23,0.0018860450363717973
SPX,scenarios,24,0.001888491096906364
SPX,scenarios,25,0.0018802358536049724
SPX,scenarios,26,0.0018790129106491804
SPX,scenarios,27,0.0018869623309001327
SPX,scenarios,28,0.0018829876207746565
SPX,scenarios,29,0.0018762612016871572
SPX,scenarios,30,0.001884516328573227
SPX,scenarios,31,0.001883293327409774
SPX,scenarios,32,0.0018881853320635855
SPX,scenarios,33,0.0018790129106491804
SPX,scenarios,34,0.001884516328573227
SPX,scenarios,35,0.0018933829851448536
SPX,scenarios,36,0.0018866565660573542
SPX,scenarios,37,0.0018829876207746565
SPX,scenarios,38,0.001882681855931878
SPX,scenarios,39,0.0018787072040140629
SPX,scenarios,40,0.0018784014391712844
SPX,scenarios,41,0.0018823761492967606
SPX,scenarios,42,0.0018802358536049724
SPX,scenarios,43,0.0018909370410256088
SPX,scenarios,44,0.0018894082750193775
SPX,scenarios,45,0.001893688749987632
SPX,scenarios,46,0.00188910256838426
SPX,scenarios,47,0.0018814589129760861
SPX,scenarios,48,0.0018829876207746565
SPX,scenarios,49,0.001884516328573227
SPX,scenarios,50,0.0018900197464972734
SPX,scenarios,51,0.0018835990922525525
SPX,scenarios,52,0.0018866565660573542
SPX,scenarios,53,0.0018808473250828683
SPX,scenarios,54,0.0018866565660573542
SPX,scenarios,55,0.0018921599839814007
SPX,scenarios,56,0.0018753439071588218
SPX,scenarios,57,0.0018921599839814007
SPX,scenarios,58,0.0018820703844539821
SPX,scenarios,59,0.0018823761492967606
SPX,scenarios,60,0.0018857393297366798
SPX,scenarios,61,0.0018869623309001327
SPX,scenarios,62,0.001889714039862156
SPX,scenarios,63,0.0018799301469698548
SPX,scenarios,64,0.0018887968035414815
SPX,scenarios,65,0.001885127800051123
SPX,scenarios,66,0.0018768726731650531
SPX,scenarios,67,0.0018799301469698548
SPX,scenarios,68,0.0018912427476607263
SPX,scenarios,69,0.0018835990922525525
SPX,scenarios,70,0.0018808473250828683
SPX,scenarios,71,0.001885127800051123
SPX,scenarios,72,0.0018842106219381094
SPX,scenarios,73,0.0018854335648939013
SPX,scenarios,74,0.001883293327409774
SPX,scenarios,75,0.0018829876207746565
SPX,scenarios,76,0.0018869623309001327
SPX,scenarios,77,0.001873509492725134
SPX,scenarios,78,0.001883904857095331
SPX,scenarios,79,0.0018903255113400519
SPX,scenarios,80,0.0018878795090131462
SPX,scenarios,81,0.0018842106219381094
SPX,scenarios,82,0.0018860450363717973
SPX,scenarios,83,0.0018771784962154925
SPX,scenarios,84,0.0018808473250828683
SPX,scenarios,85,0.0018872680375352502
SPX,scenarios,86,0.0018744267872534692
SPX,scenarios,87,0.0018887968035414815
SPX,scenarios,88,0.0018854335648939013
SPX,scenarios,89,0.0018903255113400519
SPX,scenarios,90,0.0018918542191386223
SPX,scenarios,91,0.0018887968035414815
SPX,scenarios,92,0.0018860450363717973
SPX,scenarios,93,0.001894911751151085
SPX,scenarios,94,0.001882681855931878
SPX,scenarios,95,0.001889714039862156
SPX,scenarios,96,0.0018863508594222367
SPX,scenarios,97,0.001885127800051123
SPX,scenarios,98,0.0018835990922525525
SPX,scenarios,99,0.0018854335648939013
SPX,scenarios,100,0.001884516328573227
SPX,scenarios,101,0.0018771784962154925
SPX,scenarios,102,0.0018857393297366798
SPX,scenarios,103,0.0018881853320635855
SPX,scenarios,104,0.001889714039862156
SPX,scenarios,105,0.0018814589129760861
SPX,scenarios,106,0.0018820703844539821
SPX,scenarios,107,0.0018829876207746565
SPX,scenarios,108,0.00188910256838426
SPX,scenarios,109,0.001884516328573227
SPX,scenarios,110,0.00188910256838426
SPX,scenarios,111,0.001883904857095331
SPX,scenarios,112,0.0018811531481333077
SPX,scenarios,113,0.0018848220934160054
SPX,scenarios,114,0.0018811531481333077
SPX,scenarios,115,0.0018887968035414815
SPX,scenarios,116,0.001889714039862156
SPX,scenarios,117,0.0018814589129760861
SPX,scenarios,118,0.0018823761492967606
SPX,scenarios,119,0.0018805416184477508
SPX,scenarios,120,0.0018857393297366798
SPX,scenarios,121,0.0018866565660573542
SPX,scenarios,122,0.001883904857095331
SPX,scenarios,123,0.0018918542191386223
SPX,scenarios,124,0.0018771784962154925
SPX,scenarios,125,0.0018872680375352502
SPX,scenarios,126,0.0018875738023780286
SPX,scenarios,127,0.001883904857095331
SPX,scenarios,128,0.0018875738023780286
SPX,scenarios,129,0.001888491096906364
SPX,scenarios,130,0.00188910256838426
SPX,scenarios,131,0.0018808473250828683
SPX,scenarios,132,0.0018808473250828683
SPX,scenarios,133,0.0018784014391712844
SPX,scenarios,134,0.0018802358536049724
SPX,scenarios,135,0.0018866565660573542
SPX,scenarios,136,0.00188910256838426
SPX,scenarios,137,0.0018881853320635855
SPX,scenarios,138,0.0018887968035414815
SPX,scenarios,139,0.0018771784962154925
SPX,scenarios,140,0.0018793186754919589
SPX,scenarios,141,0.001883904857095331
SPX,scenarios,142,0.0018811531481333077
SPX,scenarios,143,0.001882681855931878
SPX,scenarios,144,0.0018842106219381094
SPX,scenarios,145,0.001885127800051123
SPX,scenarios,146,0.0018768726731650531
SPX,scenarios,147,0.0018857393297366798
SPX,scenarios,148,0.0018802358536049724
SPX,scenarios,149,0.0018790129106491804
SPX,scenarios,150,0.0018881853320635855
SPX,scenarios,151,0.001885127800051123
SPX,scenarios,152,0.0018784014391712844
SPX,scenarios,153,0.00189246580703184
SPX,scenarios,154,0.00189246580703184
SPX,scenarios,155,0.0018857393297366798
SPX,scenarios,156,0.00188910256838426
SPX,scenarios,157,0.0018927715718746185
SPX,scenarios,158,0.0018854335648939013
SPX,scenarios,159,0.0018823761492967606
SPX,scenarios,160,0.0018835990922525525
SPX,scenarios,161,0.0018894082750193775
SPX,scenarios,162,0.0018835990922525525
SPX,scenarios,163,0.0018875738023780286
CMC200,rollout,1,0.006325496360659599
CMC200,rollout,2,0.006325496360659599
CMC200,rollout,3,0.006325496360659599
CMC200,rollout,4,0.006325496360659599
CMC200,rollout,5,0.006325496360659599
CMC200,rollout,6,0.006325496360659599
CMC200,rollout,7,0.006325496360659599
CMC200,rollout,8,0.006325496360659599
CMC200,rollout,9,0.006325496360659599
CMC200,rollout,10,0.006325496360659599
CMC200,rollout,11,0.006325496360659599
CMC200,rollout,12,0.006325496360659599
CMC200,rollout,13,0.006325496360659599
CMC200,rollout,14,0.006325496360659599
CMC200,rollout,15,0.006325496360659599
CMC200,rollout,16,0.006325496360659599
CMC200,rollout,17,0.006325496360659599
