setup,n_periodos,OPT_cap_final,RG_cap_final,NaiveRB_cap_final,NaiveBH_cap_final,OPT_ret_acum,RG_ret_acum,NaiveRB_ret_acum,NaiveBH_ret_acum,g_mean_lambda,g_mean_m
actual,163,14522.315835130237,8680.257346134165,12091.594389139935,12258.459730122508,0.4522315835130237,-0.1319742653865834,0.20915943891399347,0.22584597301225084,0.3,0.1
rollout_pdl,163,14522.315835130237,9478.913923471251,12091.594389139935,12258.459730122508,0.4522315835130237,-0.05210860765287484,0.20915943891399347,0.22584597301225084,0.3,0.1
pdf_aligned,163,14522.315835130237,7938.354166555418,12091.594389139935,12258.459730122508,0.4522315835130237,-0.2061645833444582,0.20915943891399347,0.22584597301225084,0.3,0.1
