scenario,asset,t,r,cum_return
0,SPX,94,0.04898839071393013,-0.22772687673568726
0,SPX,95,0.016254905611276627,-0.2151736617088318
0,SPX,96,0.0482405461370945,-0.1773132085800171
0,SPX,97,-0.013558998703956604,-0.18846797943115234
0,SPX,98,-0.03132246434688568,-0.21388715505599976
0,SPX,99,-0.048907794058322906,-0.25233423709869385
0,SPX,100,0.026968423277139664,-0.23217082023620605
0,SPX,101,0.047276560217142105,-0.19587045907974243
0,SPX,102,0.01665923371911049,-0.1824742555618286
0,SPX,103,-0.030265584588050842,-0.20721715688705444
0,SPX,104,-0.038965217769145966,-0.2381080985069275
0,SPX,105,0.053054433315992355,-0.1976863145828247
0,SPX,106,0.0442739836871624,-0.16216468811035156
0,SPX,107,-0.016745269298553467,-0.17619448900222778
0,SPX,108,0.05150527134537697,-0.1337640881538391
0,SPX,109,-0.04202834516763687,-0.17017054557800293
0,SPX,110,0.00013702083379030228,-0.17005687952041626
0,SPX,111,0.05018388852477074,-0.12840712070465088
0,SPX,112,0.007537744008004665,-0.121837317943573
0,SPX,113,-0.02953098714351654,-0.14777034521102905
0,SPX,114,0.001855434849858284,-0.14618903398513794
0,SPX,115,0.0011604558676481247,-0.14519816637039185
0,SPX,116,0.05093641206622124,-0.10165756940841675
0,SPX,117,-0.04322725534439087,-0.14049047231674194
0,SPX,118,-0.0018308348953723907,-0.14206409454345703
0,SPX,119,0.051145266741514206,-0.09818470478057861
0,SPX,120,0.016909994184970856,-0.08293503522872925
0,SPX,121,-0.001365381758660078,-0.08418715000152588
0,SPX,122,-0.015985190868377686,-0.0988265872001648
0,SPX,123,-0.044544368982315063,-0.13896876573562622
0,SPX,124,0.005585252307355404,-0.13415974378585815
0,SPX,125,-0.05812063813209534,-0.18448293209075928
0,SPX,126,0.025090409442782402,-0.16402125358581543
0,SPX,127,-0.05835283547639847,-0.21280300617218018
0,SPX,128,-0.015092909336090088,-0.22468411922454834
0,SPX,129,-0.009504750370979309,-0.23205327987670898
0,SPX,130,-0.05695320665836334,-0.275790274143219
0,SPX,131,0.049049753695726395,-0.24026799201965332
0,SPX,132,-0.011231273412704468,-0.24880075454711914
0,SPX,133,-0.03970465809106827,-0.27862685918807983
0,SPX,134,0.051106322556734085,-0.24176013469696045
0,SPX,135,-0.05180814862251282,-0.2810431122779846
0,SPX,136,-0.04716257005929947,-0.31495100259780884
0,SPX,137,-0.07073117047548294,-0.3634052872657776
0,SPX,138,-0.004351094365119934,-0.36617517471313477
0,SPX,139,0.04723925516009331,-0.3362337350845337
0,SPX,140,-0.0499967485666275,-0.3694198727607727
0,SPX,141,-0.021776095032691956,-0.38315141201019287
0,SPX,142,0.05009564384818077,-0.35224997997283936
0,SPX,143,0.04267548397183418,-0.3246069550514221
0,SPX,144,-0.034007489681243896,-0.3475753664970398
0,SPX,145,-0.023496046662330627,-0.36290472745895386
0,SPX,146,0.05146630480885506,-0.33011573553085327
0,SPX,147,-0.04858440160751343,-0.3626616597175598
0,SPX,148,-0.00023507839068770409,-0.36281150579452515
0,SPX,149,-0.01367861032485962,-0.37152737379074097
0,SPX,150,0.05014079436659813,-0.3400152921676636
0,SPX,151,0.016291704028844833,-0.32926297187805176
0,SPX,152,-0.03184279799461365,-0.35062116384506226
0,SPX,153,-0.019348934292793274,-0.36318594217300415
0,SPX,154,0.05204789713025093,-0.33004117012023926
0,SPX,155,-0.010673418641090393,-0.33719193935394287
0,SPX,156,0.02132366970181465,-0.32305842638015747
0,SPX,157,-0.04035542160272598,-0.3503767251968384
0,SPX,158,0.001616225577890873,-0.3493267893791199
0,SPX,159,-0.011568933725357056,-0.3568543791770935
0,SPX,160,-0.0124693363904953,-0.364874005317688
0,SPX,161,0.051385704427957535,-0.3322376012802124
0,SPX,162,0.016036365181207657,-0.3215290904045105
0,SPX,163,0.018649764358997345,-0.3088757395744324
0,CMC200,1,-0.03457244858145714,-0.03457242250442505
0,CMC200,2,0.02813887596130371,-0.007406353950500488
0,CMC200,3,0.1171640083193779,0.10888993740081787
0,CMC200,4,-0.08440913259983063,0.015289545059204102
0,CMC200,5,0.025039754807949066,0.04071223735809326
0,CMC200,6,-0.09112872183322906,-0.05412650108337402
0,CMC200,7,-0.08497610688209534,-0.13450312614440918
0,CMC200,8,0.020628375932574272,-0.11664938926696777
0,CMC200,9,0.030102379620075226,-0.09005844593048096
0,CMC200,10,-0.030708838254213333,-0.11800169944763184
0,CMC200,11,-0.00343993678689003,-0.12103575468063354
0,CMC200,12,-0.006360139697790146,-0.12662607431411743
0,CMC200,13,-0.03191249445080757,-0.15449762344360352
0,CMC200,14,-0.03372614085674286,-0.18301314115524292
0,CMC200,15,-0.004266493022441864,-0.18649882078170776
0,CMC200,16,0.03465498611330986,-0.15830695629119873
0,CMC200,17,-0.0971522182226181,-0.2400793433189392
0,CMC200,18,-0.04028119519352913,-0.27068984508514404
0,CMC200,19,-0.03717783838510513,-0.297804057598114
0,CMC200,20,-0.09453754127025604,-0.36418795585632324
0,CMC200,21,0.021585950627923012,-0.350463330745697
0,CMC200,22,-0.09287109971046448,-0.410786509513855
0,CMC200,23,0.023119142279028893,-0.39716440439224243
0,CMC200,24,-0.03314865380525589,-0.41714757680892944
0,CMC200,25,0.08856109529733658,-0.36552953720092773
0,CMC200,26,-0.01882389932870865,-0.37747275829315186
0,CMC200,27,0.11580178141593933,-0.30538296699523926
0,CMC200,28,0.04022052139043808,-0.27744513750076294
0,CMC200,29,0.03411267325282097,-0.25279682874679565
0,CMC200,30,0.03673296794295311,-0.22534990310668945
0,CMC200,31,0.03720040246844292,-0.19653254747390747
0,CMC200,32,0.037376418709754944,-0.16650182008743286
0,CMC200,33,-0.023003986105322838,-0.18567562103271484
0,CMC200,34,0.032669685781002045,-0.1590719223022461
0,CMC200,35,0.12058143317699432,-0.05767166614532471
0,CMC200,36,-0.08585599064826965,-0.13857614994049072
0,CMC200,37,0.11010506004095078,-0.04372906684875488
0,CMC200,38,-0.009636959061026573,-0.0529446005821228
0,CMC200,39,-0.025134818628430367,-0.07674866914749146
0,CMC200,40,-0.09164462983608246,-0.1613597273826599
0,CMC200,41,0.09526943415403366,-0.08146291971206665
0,CMC200,42,-0.01216624490916729,-0.09263807535171509
0,CMC200,43,-0.02638687565922737,-0.11658048629760742
0,CMC200,44,0.0984024703502655,-0.029649794101715088
0,CMC200,45,0.04262855276465416,0.011714816093444824
0,CMC200,46,-0.09429332613945007,-0.08368319272994995
0,CMC200,47,0.11123009026050568,0.01823890209197998
0,CMC200,48,0.12549078464508057,0.14601850509643555
0,CMC200,49,0.13745304942131042,0.30354225635528564
0,CMC200,50,-0.02511625923216343,0.2708021402359009
0,CMC200,51,-0.03167389705777168,0.2305508852005005
0,CMC200,52,0.007749127224087715,0.24008655548095703
0,CMC200,53,-0.0019457731395959854,0.23767364025115967
0,CMC200,54,0.10842855274677277,0.3718729019165039
0,CMC200,55,-0.015308011323213577,0.350872278213501
0,CMC200,56,-0.0986308604478836,0.21763455867767334
0,CMC200,57,-0.09840510785579681,0.09781312942504883
0,CMC200,58,-0.0924607366323471,-0.0036914944648742676
0,CMC200,59,-0.07607124745845795,-0.07948195934295654
0,CMC200,60,-0.06440882384777069,-0.13877147436141968
0,CMC200,61,-0.09141035377979279,-0.21749669313430786
0,CMC200,62,-0.030781608074903488,-0.24158340692520142
0,CMC200,63,0.08541753888130188,-0.17680132389068604
0,CMC200,64,0.03312527388334274,-0.14953261613845825
0,CMC200,65,-0.03738239407539368,-0.18132507801055908
0,CMC200,66,0.012615108862519264,-0.17099744081497192
0,CMC200,67,0.00531553290784359,-0.1665908694267273
0,CMC200,68,0.030980605632066727,-0.14077138900756836
0,CMC200,69,-0.09365308284759521,-0.2212408185005188
0,CMC200,70,-0.04252425953745842,-0.2543569803237915
0,CMC200,71,0.002785777673125267,-0.25227975845336914
0,CMC200,72,-0.034951064735651016,-0.27841341495513916
0,CMC200,73,-0.09560438990592957,-0.3474003076553345
0,CMC200,74,-0.044751688838005066,-0.3766052722930908
0,CMC200,75,0.00021954253315925598,-0.37646836042404175
0,CMC200,76,-0.09499618411064148,-0.43570148944854736
0,CMC200,77,0.02152998372912407,-0.42355209589004517
0,CMC200,78,-0.009810380637645721,-0.4292072653770447
0,CMC200,79,-0.09861889481544495,-0.48549818992614746
0,CMC200,80,0.007509613409638405,-0.4816344976425171
0,CMC200,81,-0.03610406816005707,-0.5003496408462524
0,CMC200,82,0.0863686203956604,-0.457195520401001
0,CMC200,83,-0.09352445602416992,-0.5079610347747803
0,CMC200,84,0.02608349733054638,-0.4951269030570984
0,CMC200,85,0.03966418653726578,-0.4751015305519104
0,CMC200,86,0.10883461683988571,-0.41797441244125366
0,CMC200,87,0.039742130786180496,-0.3948434591293335
0,CMC200,88,0.1298883557319641,-0.31624072790145874
0,CMC200,89,-0.024852635338902473,-0.33323395252227783
0,CMC200,90,-0.029824133962392807,-0.3531196713447571
0,CMC200,91,-0.08457788825035095,-0.40783149003982544
0,CMC200,92,0.020432041957974434,-0.3957322835922241
0,CMC200,93,0.0013282429426908493,-0.3949296474456787
0,CMC200,94,0.09431234002113342,-0.3378640413284302
0,CMC200,95,0.04189084470272064,-0.3101266026496887
0,CMC200,96,0.12070215493440628,-0.22685742378234863
0,CMC200,97,-0.02555433288216591,-0.24661457538604736
0,CMC200,98,-0.08939270675182343,-0.3139617443084717
0,CMC200,99,-0.08724376559257507,-0.37381434440612793
0,CMC200,100,0.02315744012594223,-0.3593134880065918
0,CMC200,101,0.09422756731510162,-0.2989431619644165
0,CMC200,102,0.041413210332393646,-0.26991015672683716
0,CMC200,103,-0.09629075229167938,-0.34021109342575073
0,CMC200,104,-0.09524697065353394,-0.40305399894714355
0,CMC200,105,0.09450188279151917,-0.346641480922699
0,CMC200,106,0.11130855977535248,-0.2739170789718628
0,CMC200,107,-0.026168841868638992,-0.29291778802871704
0,CMC200,108,0.10956518352031708,-0.21544623374938965
0,CMC200,109,-0.08323758840560913,-0.280750572681427
0,CMC200,110,0.009849974885582924,-0.2736659646034241
0,CMC200,111,0.09711859375238419,-0.20312541723251343
0,CMC200,112,-0.012210065498948097,-0.21285533905029297
0,CMC200,113,-0.09799143671989441,-0.28998881578445435
0,CMC200,114,-0.004656752571463585,-0.29329514503479004
0,CMC200,115,-0.01138288527727127,-0.3013395071029663
0,CMC200,116,0.09902282059192657,-0.2321561574935913
0,CMC200,117,-0.09276473522186279,-0.3033849596977234
0,CMC200,118,0.004004588350653648,-0.3005952835083008
0,CMC200,119,0.09177231043577194,-0.23640930652618408
0,CMC200,120,0.042202211916446686,-0.20418405532836914
0,CMC200,121,-0.015185928903520107,-0.21626925468444824
0,CMC200,122,-0.02766089141368866,-0.23794794082641602
0,CMC200,123,-0.09203498065471649,-0.3080834150314331
0,CMC200,124,0.01327265240252018,-0.2988998293876648
0,CMC200,125,-0.08897531032562256,-0.3612804412841797
0,CMC200,126,0.02841050736606121,-0.3431340456008911
0,CMC200,127,-0.08784106373786926,-0.4008338451385498
0,CMC200,128,-0.051331475377082825,-0.43158990144729614
0,CMC200,129,-0.040603041648864746,-0.4546690583229065
0,CMC200,130,-0.09285710752010345,-0.5053069591522217
0,CMC200,131,0.07662675529718399,-0.4674001932144165
0,CMC200,132,-0.03239104896783829,-0.48465168476104736
0,CMC200,133,-0.09615875780582428,-0.5342069268226624
0,CMC200,134,0.08893194049596786,-0.4927830696105957
0,CMC200,135,-0.09072291851043701,-0.5387992858886719
0,CMC200,136,-0.0831429660320282,-0.5771448612213135
0,CMC200,137,-0.07334661483764648,-0.6081598401069641
0,CMC200,138,-0.04600050300359726,-0.6261847019195557
0,CMC200,139,0.06699608266353607,-0.6011404991149902
0,CMC200,140,-0.09147082269191742,-0.6376245021820068
0,CMC200,141,-0.04485730826854706,-0.653879702091217
0,CMC200,142,0.07781915366649628,-0.626944899559021
0,CMC200,143,0.10624553263187408,-0.5873094797134399
0,CMC200,144,-0.09073804318904877,-0.6247562170028687
0,CMC200,145,-0.03639107942581177,-0.6384117603302002
0,CMC200,146,0.09087108820676804,-0.6055538654327393
0,CMC200,147,-0.08728355169296265,-0.6399824619293213
0,CMC200,148,0.0136191938072443,-0.6350793838500977
0,CMC200,149,-0.037318114191293716,-0.6486974954605103
0,CMC200,150,0.08907866477966309,-0.6174039244651794
0,CMC200,151,0.04268753528594971,-0.601071834564209
0,CMC200,152,-0.09501054883003235,-0.6389741897583008
0,CMC200,153,-0.03447035327553749,-0.651418924331665
0,CMC200,154,0.09089220315217972,-0.619735598564148
0,CMC200,155,-0.02748279832303524,-0.6301863193511963
0,CMC200,156,0.031895458698272705,-0.6183910369873047
0,CMC200,157,-0.09651820361614227,-0.6552232503890991
0,CMC200,158,0.0036270078271627426,-0.6539726853370667
0,CMC200,159,-0.03301141783595085,-0.6653955578804016
0,CMC200,160,-0.033253222703933716,-0.6765222549438477
0,CMC200,161,0.08856387436389923,-0.6478737592697144
0,CMC200,162,0.04420694708824158,-0.6323072910308838
0,CMC200,163,0.034860286861658096,-0.6194894313812256
4,SPX,1,0.04957394674420357,0.04957389831542969
4,SPX,2,-0.00974416732788086,0.03934669494628906
4,SPX,3,0.04799455776810646,0.08922970294952393
4,SPX,4,0.009126842021942139,0.09917104244232178
4,SPX,5,0.04670542851090431,0.15050840377807617
4,SPX,6,-0.012585818767547607,0.13602828979492188
4,SPX,7,-0.018208637833595276,0.11534273624420166
4,SPX,8,0.02358526922762394,0.14164841175079346
4,SPX,9,0.01907467469573021,0.16342496871948242
4,SPX,10,0.018748421221971512,0.18523728847503662
4,SPX,11,-0.013167202472686768,0.1696310043334961
4,SPX,12,0.0008302377536892891,0.17060208320617676
4,SPX,13,0.020328179001808167,0.19439828395843506
4,SPX,14,0.018288321793079376,0.21624183654785156
4,SPX,15,-0.011996090412139893,0.2016516923904419
4,SPX,16,0.021177198737859726,0.22709929943084717
4,SPX,17,-0.042969219386577606,0.1743718385696411
4,SPX,18,0.0025233114138245583,0.17733514308929443
4,SPX,19,0.020965922623872757,0.2020190954208374
4,SPX,20,-0.011042758822441101,0.18874549865722656
4,SPX,21,-0.04194325953722,0.13888561725616455
4,SPX,22,0.025334123522043228,0.16773831844329834
4,SPX,23,0.001421627588570118,0.16939830780029297
4,SPX,24,-0.0019309581257402897,0.16714024543762207
4,SPX,25,-0.013122662901878357,0.1518242359161377
4,SPX,26,-0.00036685308441519737,0.15140163898468018
4,SPX,27,-0.048358820378780365,0.09572124481201172
4,SPX,28,-0.013257324695587158,0.08119487762451172
4,SPX,29,-0.06211741268634796,0.014033913612365723
4,SPX,30,-0.07557787001132965,-0.06260460615158081
4,SPX,31,0.008183629252016544,-0.05493330955505371
4,SPX,32,-0.07390828430652618,-0.1247815489768982
4,SPX,33,0.034080084413290024,-0.09495407342910767
4,SPX,34,0.042260970920324326,-0.05670595169067383
4,SPX,35,-0.03965231031179428,-0.09410971403121948
4,SPX,36,-0.023941755294799805,-0.11579829454421997
4,SPX,37,-0.05658714473247528,-0.1658327579498291
4,SPX,38,0.04630747810006142,-0.12720459699630737
4,SPX,39,0.004506023600697517,-0.12327176332473755
4,SPX,40,-0.0024277097545564175,-0.12540018558502197
4,SPX,41,0.019133582711219788,-0.10866594314575195
4,SPX,42,0.04692835733294487,-0.06683707237243652
4,SPX,43,-0.012925654649734497,-0.07889878749847412
4,SPX,44,0.04969150200486183,-0.03312784433364868
4,SPX,45,-0.041671961545944214,-0.07341933250427246
4,SPX,46,0.05044860765337944,-0.02667456865310669
4,SPX,47,-0.013543948531150818,-0.03985726833343506
4,SPX,48,0.05087435618042946,0.008989334106445312
4,SPX,49,0.01822873204946518,0.0273820161819458
4,SPX,50,-0.02988530695438385,-0.0033215880393981934
4,SPX,51,0.050689104944467545,0.047199130058288574
4,SPX,52,0.04528454318642616,0.09462106227874756
4,SPX,53,0.020610198378562927,0.11718142032623291
4,SPX,54,-4.0611252188682556e-05,0.11713612079620361
4,SPX,55,0.02195962518453598,0.14166808128356934
4,SPX,56,-0.03738902509212494,0.09898221492767334
4,SPX,57,-0.0437455028295517,0.05090665817260742
4,SPX,58,0.006780436262488365,0.05803215503692627
4,SPX,59,0.0018543507903814316,0.05999410152435303
4,SPX,60,0.050674062222242355,0.11370837688446045
4,SPX,61,0.015919972211122513,0.1314384937286377
4,SPX,62,0.04876973107457161,0.18661844730377197
4,SPX,63,0.004933674819767475,0.1924729347229004
4,SPX,64,-0.00227292999625206,0.18976259231567383
4,SPX,65,0.04903512820601463,0.24810266494750977
4,SPX,66,0.044876087456941605,0.30411267280578613
4,SPX,67,0.04795399680733681,0.3666499853134155
4,SPX,68,0.0481671579182148,0.43247759342193604
4,SPX,69,0.04942525550723076,0.5032781362533569
4,SPX,70,-0.03514121472835541,0.450451135635376
4,SPX,71,-0.01979421079158783,0.4217405319213867
4,SPX,72,0.04858464375138283,0.4908154010772705
4,SPX,73,0.04564980790019035,0.558870792388916
4,SPX,74,0.048378389328718185,0.6342864036560059
4,SPX,75,0.00762278214097023,0.6467442512512207
4,SPX,76,-0.019487500190734863,0.6146533489227295
4,SPX,77,0.004820406436920166,0.6224365234375
4,SPX,78,0.021053779870271683,0.65659499168396
4,SPX,79,-0.04147304594516754,0.5878909826278687
4,SPX,80,0.051400717347860336,0.6695096492767334
4,SPX,81,0.04451488330960274,0.7438277006149292
4,SPX,82,-0.035154059529304504,0.6825251579284668
4,SPX,83,-0.03606712818145752,0.621841311454773
4,SPX,84,0.026979073882102966,0.6655970811843872
4,SPX,85,0.019230231642723083,0.6976269483566284
4,SPX,86,0.018279705196619034,0.7286590337753296
4,SPX,87,-2.1116342395544052e-05,0.728622555732727
4,SPX,88,-0.0004974766634404659,0.7277625799179077
4,SPX,89,0.04935238137841225,0.813031792640686
4,SPX,90,-0.04270035773515701,0.7356146574020386
4,SPX,91,0.05135868117213249,0.8247535228729248
4,SPX,92,-0.0485040619969368,0.7362456321716309
4,SPX,93,-0.02191561460494995,0.6981947422027588
4,SPX,94,-0.013435527682304382,0.6753785610198975
4,SPX,95,-0.01153293251991272,0.6560566425323486
4,SPX,96,-0.011454552412033081,0.6370872259140015
4,SPX,97,0.051238033920526505,0.7209683656692505
4,SPX,98,0.003979046829044819,0.7278162240982056
4,SPX,99,-0.00411503529176116,0.7207062244415283
4,SPX,100,0.020154982805252075,0.7553869485855103
4,SPX,101,0.00021581584587693214,0.7557656764984131
4,SPX,102,-0.013135433197021484,0.7327029705047607
4,SPX,103,-0.012736082077026367,0.7106350660324097
4,SPX,104,0.0011850381270051003,0.7126622200012207
4,SPX,105,0.019842479377985,0.7466456890106201
4,SPX,106,-0.044250406324863434,0.6693558692932129
4,SPX,107,0.0014761406928300858,0.6718201637268066
4,SPX,108,0.02080415189266205,0.7066010236740112
4,SPX,109,0.017896253615617752,0.73714280128479
4,SPX,110,-0.03890150785446167,0.6695653200149536
4,SPX,111,0.050661902874708176,0.7541487216949463
4,SPX,112,0.005493275821208954,0.7637847661972046
4,SPX,113,-0.002645360305905342,0.759118914604187
4,SPX,114,-0.015324607491493225,0.7321611642837524
4,SPX,115,0.05157017335295677,0.8214889764785767
4,SPX,116,-0.0461440235376358,0.7374382019042969
4,SPX,117,0.026377106085419655,0.7832667827606201
4,SPX,118,0.04636364057660103,0.8659454584121704
4,SPX,119,0.017931174486875534,0.8994041681289673
4,SPX,120,-0.02969333529472351,0.8430044651031494
4,SPX,121,0.05056157335639,0.9361896514892578
4,SPX,122,-0.04679163545370102,0.8455922603607178
4,SPX,123,0.05215441808104515,0.9418480396270752
4,SPX,124,0.04437257722020149,1.028012752532959
4,SPX,125,0.04810614511370659,1.125572681427002
4,SPX,126,-0.017808973789215088,1.0877184867858887
4,SPX,127,-0.0217428058385849,1.042325496673584
4,SPX,128,0.024245765060186386,1.0918431282043457
4,SPX,129,0.04588881507515907,1.1878352165222168
4,SPX,130,-0.03932196646928787,1.1018052101135254
4,SPX,131,0.05077383294701576,1.208522081375122
4,SPX,132,0.01849019154906273,1.2493581771850586
4,SPX,133,0.0005864417180418968,1.2506771087646484
4,SPX,134,0.020996302366256714,1.2979331016540527
4,SPX,135,0.0470576249063015,1.4060683250427246
4,SPX,136,-0.01222430169582367,1.3766558170318604
4,SPX,137,0.0229355301707983,1.4311656951904297
4,SPX,138,0.00407499261200428,1.441072702407837
4,SPX,139,-0.013687357306480408,1.407660722732544
4,SPX,140,0.0018310537561774254,1.412069320678711
4,SPX,141,0.002036450430750847,1.4169814586639404
4,SPX,142,0.04948338493704796,1.5365819931030273
4,SPX,143,-0.043177396059036255,1.4270591735839844
4,SPX,144,-0.04032302647829056,1.329192876815796
4,SPX,145,-0.06272881478071213,1.1830854415893555
4,SPX,146,-0.08206241577863693,1.0039360523223877
4,SPX,147,0.009940072894096375,1.023855209350586
4,SPX,148,0.04366651549935341,1.112229824066162
4,SPX,149,-0.01542198657989502,1.0796549320220947
4,SPX,150,0.04852845147252083,1.180577278137207
4,SPX,151,0.004902868531644344,1.1912682056427002
4,SPX,152,-0.020344004034996033,1.1466889381408691
4,SPX,153,0.021615177392959595,1.1930899620056152
4,SPX,154,0.018196526914834976,1.2329967021942139
4,SPX,155,0.04740443453192711,1.338850498199463
4,SPX,156,0.004571754485368729,1.3495433330535889
4,SPX,157,0.047167081385850906,1.4603643417358398
4,SPX,158,-0.011203408241271973,1.4327998161315918
4,SPX,159,-0.017442375421524048,1.3903660774230957
4,SPX,160,0.05034038797020912,1.5106980800628662
4,SPX,161,-0.010301753878593445,1.4848334789276123
4,SPX,162,0.022359807044267654,1.5403940677642822
4,SPX,163,-0.04026085138320923,1.4381155967712402
4,CMC200,1,0.10250119864940643,0.10250115394592285
4,CMC200,2,-0.02582460083067417,0.07402944564819336
4,CMC200,3,0.12199094891548157,0.20505130290985107
4,CMC200,4,-0.009973516687750816,0.19303274154663086
4,CMC200,5,0.13539202511310577,0.35455989837646484
4,CMC200,6,-0.025482553988695145,0.3200422525405884
4,CMC200,7,-0.030300818383693695,0.28004395961761475
4,CMC200,8,0.028381016105413437,0.3163728713989258
4,CMC200,9,0.038471028208732605,0.36701500415802
4,CMC200,10,0.0370175838470459,0.41761863231658936
4,CMC200,11,-0.02538282424211502,0.3816354274749756
4,CMC200,12,-0.005480756983160973,0.37406301498413086
4,CMC200,13,0.03465647995471954,0.42168331146240234
4,CMC200,14,0.03824551776051521,0.4760563373565674
4,CMC200,15,-0.026343874633312225,0.4371713399887085
4,CMC200,16,0.03224092721939087,0.48350703716278076
4,CMC200,17,-0.09506396949291229,0.34247899055480957
4,CMC200,18,0.006601138040423393,0.35134077072143555
4,CMC200,19,0.03316158056259155,0.39615345001220703
4,CMC200,20,-0.02865469455718994,0.35614705085754395
