escenario,RG_cap_final,OPT_cap_final,Naive_cap_final,RG_ret_acum,OPT_ret_acum,Naive_ret_acum
BEAR (s=0),3667.402099609375,5932.4599609375,5100.53759765625,-0.6332597732543945,-0.4067540168762207,-0.48994624614715576
BULL (s=4),63298.28515625,31216.388671875,41169.8359375,5.32982873916626,2.121638774871826,3.116983413696289
