asset,setup,t,w
SPX,scenarios+psign,143,0.9999999980612334
SPX,scenarios+psign,144,0.9999999981112161
SPX,scenarios+psign,145,0.9999999978682782
SPX,scenarios+psign,146,0.9999999975958912
SPX,scenarios+psign,147,0.9999999978841763
SPX,scenarios+psign,148,0.9999999976438093
SPX,scenarios+psign,149,0.9999999974648264
SPX,scenarios+psign,150,0.9999999978807759
SPX,scenarios+psign,151,0.9999999975941776
SPX,scenarios+psign,152,0.9999999978938579
SPX,scenarios+psign,153,0.9999999980808988
SPX,scenarios+psign,154,0.9999999974896031
SPX,scenarios+psign,155,0.9999999974775002
SPX,scenarios+psign,156,0.9999999982838471
SPX,scenarios+psign,157,0.9999999983694084
SPX,scenarios+psign,158,0.999999997668713
SPX,scenarios+psign,159,0.9999999976920748
SPX,scenarios+psign,160,0.9999999976067411
SPX,scenarios+psign,161,0.9999999977327705
SPX,scenarios+psign,162,0.9999999977682511
SPX,scenarios+psign,163,0.9999999969850849
CMC200,rollout+phist,1,0.9999999179168215
CMC200,rollout+phist,2,0.9999999708623475
CMC200,rollout+phist,3,0.9999999740397916
CMC200,rollout+phist,4,0.9999999740894039
CMC200,rollout+phist,5,0.9999999740320455
CMC200,rollout+phist,6,0.9999999740072304
CMC200,rollout+phist,7,0.9999999739735257
CMC200,rollout+phist,8,0.9999999736788149
CMC200,rollout+phist,9,0.9999999736526116
CMC200,rollout+phist,10,0.9999999736528175
CMC200,rollout+phist,11,0.9999999736538309
CMC200,rollout+phist,12,0.9999999736542595
CMC200,rollout+phist,13,0.9999999736544125
CMC200,rollout+phist,14,0.999999973654466
CMC200,rollout+phist,15,0.9999999736544849
CMC200,rollout+phist,16,0.9999999736544916
CMC200,rollout+phist,17,0.9999999736544941
CMC200,rollout+phist,18,0.999999973654495
CMC200,rollout+phist,19,0.9999999736544953
CMC200,rollout+phist,20,0.9999999736544954
CMC200,rollout+phist,21,0.9999999736544954
CMC200,rollout+phist,22,0.9999999736544954
CMC200,rollout+phist,23,0.9999999736544954
CMC200,rollout+phist,24,0.9999999736544954
CMC200,rollout+phist,25,0.9999999736544954
CMC200,rollout+phist,26,0.9999999736544954
CMC200,rollout+phist,27,0.9999999736544954
CMC200,rollout+phist,28,0.9999999736544954
CMC200,rollout+phist,29,0.9999999736544954
CMC200,rollout+phist,30,0.9999999736544954
CMC200,rollout+phist,31,0.9999999736544954
CMC200,rollout+phist,32,0.9999999736544954
CMC200,rollout+phist,33,0.9999999736544954
CMC200,rollout+phist,34,0.9999999736544954
CMC200,rollout+phist,35,0.9999999736544954
CMC200,rollout+phist,36,0.9999999736544954
CMC200,rollout+phist,37,0.9999999736544954
CMC200,rollout+phist,38,0.9999999736544954
CMC200,rollout+phist,39,0.9999999736544954
CMC200,rollout+phist,40,0.9999999736544954
CMC200,rollout+phist,41,0.9999999736544954
CMC200,rollout+phist,42,0.9999999736544954
CMC200,rollout+phist,43,0.9999999736544954
CMC200,rollout+phist,44,0.9999999736544954
CMC200,rollout+phist,45,0.9999999736544954
CMC200,rollout+phist,46,0.9999999736544954
CMC200,rollout+phist,47,0.9999999736544954
CMC200,rollout+phist,48,0.9999999736544954
CMC200,rollout+phist,49,0.9999999736544954
CMC200,rollout+phist,50,0.9999999736544954
CMC200,rollout+phist,51,0.9999999736544954
CMC200,rollout+phist,52,0.9999999736544954
CMC200,rollout+phist,53,0.9999999736544954
CMC200,rollout+phist,54,0.9999999736544954
CMC200,rollout+phist,55,0.9999999736544954
CMC200,rollout+phist,56,0.9999999736544954
CMC200,rollout+phist,57,0.9999999736544954
CMC200,rollout+phist,58,0.9999999736544954
CMC200,rollout+phist,59,0.9999999736544954
CMC200,rollout+phist,60,0.9999999736544954
CMC200,rollout+phist,61,0.9999999736544954
CMC200,rollout+phist,62,0.9999999736544954
CMC200,rollout+phist,63,0.9999999736544954
CMC200,rollout+phist,64,0.9999999736544954
CMC200,rollout+phist,65,0.9999999736544954
CMC200,rollout+phist,66,0.9999999736544954
CMC200,rollout+phist,67,0.9999999736544954
CMC200,rollout+phist,68,0.9999999736544954
CMC200,rollout+phist,69,0.9999999736544954
CMC200,rollout+phist,70,0.9999999736544954
CMC200,rollout+phist,71,0.9999999736544954
CMC200,rollout+phist,72,0.9999999736544954
CMC200,rollout+phist,73,0.9999999736544954
CMC200,rollout+phist,74,0.9999999736544954
CMC200,rollout+phist,75,0.9999999736544954
CMC200,rollout+phist,76,0.9999999736544954
CMC200,rollout+phist,77,0.9999999736544954
CMC200,rollout+phist,78,0.9999999736544954
CMC200,rollout+phist,79,0.9999999736544954
CMC200,rollout+phist,80,0.9999999736544954
CMC200,rollout+phist,81,0.9999999736544954
CMC200,rollout+phist,82,0.9999999736544954
CMC200,rollout+phist,83,0.9999999736544954
CMC200,rollout+phist,84,0.9999999736544954
CMC200,rollout+phist,85,0.9999999736544954
CMC200,rollout+phist,86,0.9999999736544954
CMC200,rollout+phist,87,0.9999999736544954
CMC200,rollout+phist,88,0.9999999736544954
CMC200,rollout+phist,89,0.9999999736544954
CMC200,rollout+phist,90,0.9999999736544954
CMC200,rollout+phist,91,0.9999999736544954
CMC200,rollout+phist,92,0.9999999736544954
CMC200,rollout+phist,93,0.9999999736544954
CMC200,rollout+phist,94,0.9999999736544954
CMC200,rollout+phist,95,0.9999999736544954
CMC200,rollout+phist,96,0.9999999736544954
CMC200,rollout+phist,97,0.9999999736544954
CMC200,rollout+phist,98,0.9999999736544954
CMC200,rollout+phist,99,0.9999999736544954
CMC200,rollout+phist,100,0.9999999736544954
CMC200,rollout+phist,101,0.9999999736544954
CMC200,rollout+phist,102,0.9999999736544954
CMC200,rollout+phist,103,0.9999999736544954
CMC200,rollout+phist,104,0.9999999736544954
CMC200,rollout+phist,105,0.9999999736544954
CMC200,rollout+phist,106,0.9999999736544954
CMC200,rollout+phist,107,0.9999999736544954
CMC200,rollout+phist,108,0.9999999736544954
CMC200,rollout+phist,109,0.9999999736544954
CMC200,rollout+phist,110,0.9999999736544954
CMC200,rollout+phist,111,0.9999999736544954
CMC200,rollout+phist,112,0.9999999736544954
CMC200,rollout+phist,113,0.9999999736544954
