rep_quintil,cumret_SPX,cumret_CMC200
1,-0.401938259601593,9.995944023132324
2,-0.03754723072052002,-0.8566594123840332
3,0.25981128215789795,-0.011618614196777344
4,0.5941166877746582,-0.8961571455001831
5,1.293705940246582,1.4292473793029785
