asset,bloque,cand_mean,cand_std,hist_mean,hist_std
SPX,t=1..40,0.0015298230573534966,0.03205114230513573,0.003906529396772385,0.01594705507159233
SPX,t=41..80,0.0018139909952878952,0.03193429857492447,-0.003203722881153226,0.028642918914556503
SPX,t=81..120,0.0019557762425392866,0.03200070932507515,0.0016910962294787169,0.027603155001997948
SPX,t=121..163,0.001533296424895525,0.032018523663282394,0.004865971859544516,0.016813136637210846
CMC200,t=1..40,0.0030194006394594908,0.06848370283842087,0.022292818874120712,0.13601748645305634
CMC200,t=41..80,0.002134808572009206,0.06906682252883911,-0.02623504400253296,0.09084352850914001
CMC200,t=81..120,0.0021381808910518885,0.06913997232913971,0.006907902657985687,0.08716858923435211
CMC200,t=121..163,0.0018189582042396069,0.0683937519788742,0.01314692571759224,0.0535673163831234
