asset,H1_median_real_TRAIN,H1_median_real_TEST,H2_q05_pred_TRAIN,H2_q05_pred_TEST,H3_real_pbull_TRAIN,H3_pred_pbull_TRAIN,H3_real_pbull_TEST,H3_pred_pbull_TEST
SPX,-0.12145909713581204,1.2302504852414131,0.1069303834810853,0.2868347801268101,0.4722222222222222,0.5305555555555556,0.9375,0.5625
CMC200,-0.3126738592982292,2.2142786532640457,-0.39785620756447315,-0.7683046162128448,0.4722222222222222,0.4722222222222222,0.6875,0.4625
