escenario,corr_SPX_CMC200
s=0 (IS),0.9817588693969751
s=1 (IS),0.982347536634989
s=2 (IS),0.9838268269865628
s=3 (IS),0.984918435851136
s=4 (IS),0.985598517188572
historico (toda la serie),0.3106694250732283
