activo,n,media,mediana,std,min,max,p1,p5,p95,p99,skew,kurt_exc,%pos,ann_mean,ann_vol,sharpe_ann,cumret,max_dd,JB_stat,JB_p
SPX,163,0.0018711220674846624,0.004140414,0.023201285041208042,-0.059687451,0.063766726,-0.05438625942,-0.0339927926,0.03863703170000001,0.06077710897999999,-0.029026034798692483,0.3656626126164153,55.828220858895705,0.09729834750920245,0.16730684574546245,0.5815562840580376,0.2985003137601192,-0.26417076624143637,0.9309961589645984,0.6278223218835739
CMC200,163,0.004195981141104295,0.00362742,0.09785774206811981,-0.409218863,0.349276541,-0.28649520514,-0.1389104133,0.14118537350000002,0.23235056459999986,-0.560931104455105,2.986520303919681,53.37423312883436,0.21819101933742333,0.7056622134554709,0.30920037261027544,-0.13184076678909973,-0.8404920678912062,69.12475706939082,9.76674212280285e-16
